panel,condition,sample,cells_before,cells_after,perc_tot_removed,perc_IT_removed,perc_MAD_removed
surface,peanut,BAS_SUR_AA22020_2022-10-25_Peanut.fcs,190873,188873,1.047817135,0,1.047817135
surface,peanut,BAS_SUR_AA23001_2023-02-07_Peanut1.fcs,192617,165117,14.27703681,0,14.27703681
surface,peanut,BAS_SUR_AA23002_2023-02-17_Peanut1.fcs,189888,179888,5.266262218,0,5.266262218
surface,peanut,BAS_SUR_AA23003_2023-03-27_Peanut1.fcs,106658,88408,17.11076525,0,17.11076525
surface,peanut,BAS_SUR_AA23004_2023-04-04_Peanut.fcs,104166,104000,0.15936102,0,0.15936102
surface,peanut,BAS_SUR_AA23005_2023-07-04_Peanut.fcs,189472,184500,2.624134437,0,2.624134437
surface,peanut,BAS_SUR_AA23008_2023-05-23_Peanut1.fcs,194789,178789,8.214016192,0,8.214016192
surface,peanut,BAS_SUR_AA23009_2023-06-05_Peanut1.fcs,189917,189917,0,0,0
surface,peanut,BAS_SUR_AA23010_2023-07-03_Peanut1.fcs,200680,165680,17.44070161,0,17.44070161
surface,peanut,BAS_SUR_AA23013_2023-10-04_Peanut.fcs,194191,194191,0,0,0
surface,peanut,BAS_SUR_AA23015_2023-11-06_Peanut.fcs,195683,193683,1.022061191,0,1.022061191
surface,peanut,W12_SUR_AA22008_2022-06-23_Peanut.fcs,190933,187933,1.571231793,0,1.571231793
surface,peanut,W12_SUR_AA22011_2022-07-21_Peanut1.fcs,191449,162449,15.14763723,0,14.88647107
surface,peanut,W12_SUR_AA22019_2023-02-10_Peanut.fcs,198400,190900,3.780241935,0,3.780241935
surface,peanut,W12_SUR_AA23001_2023-07-14_Peanut.fcs,187371,185371,1.067401039,0,1.067401039
surface,peanut,W12_SUR_AA23002_2023-06-15_Peanut.fcs,195651,191000,2.377192041,0,2.377192041
surface,peanut,W12_SUR_AA23003_2023-07-20_Peanut1.fcs,158390,148000,6.55975756,0,6.55975756
surface,peanut,W12_SUR_AA23004_2023-08-15_Peanut.fcs,137844,136844,0.725457764,0,0.725457764
surface,peanut,W12_SUR_AA23005_2023-10-30_Peanut1.fcs,194235,187735,3.34646176,0,3.34646176
surface,peanut,W12_SUR_AA23008_2023-10-06_Peanut.fcs,201394,195894,2.730965173,0,2.730965173
surface,peanut,W12_SUR_AA23009_2023-10-11_Peanut1.fcs,192894,188394,2.332887493,0,2.332887493
surface,peanut,W12_SUR_AA23010_2023-11-09_Peanut.fcs,190864,176364,7.597032442,0,7.597032442
surface,peanut,W12_SUR_AA23013_2024-02-16_Peanut.fcs,194333,186833,3.859354819,0,3.859354819
surface,peanut,W12_SUR_AA23015_2024-02-16_Peanut1.fcs,191054,183554,3.925591718,0,3.925591718
surface,peanut,W2_SUR_AA22008_2022-04-04_Peanut.fcs,191002,167002,12.56531345,0,12.56531345
surface,peanut,W2_SUR_AA22011_2022-05-10_Peanut1.fcs,217380,216380,0.460023921,0,0.460023921
surface,peanut,W2_SUR_AA22019_2022-12-09_Peanut.fcs,188728,185228,1.854520792,0,1.854520792
surface,peanut,W2_SUR_AA22020_2022-12-19_Peanut.fcs,197043,188500,4.335601874,0,4.335601874
surface,peanut,W2_SUR_AA23001_2023-05-05_Peanut.fcs,205795,169795,17.49313637,0,17.49313637
surface,peanut,W2_SUR_AA23002_2023-04-05_Peanut.fcs,192653,183153,4.931145635,0,4.931145635
surface,peanut,W2_SUR_AA23003_2023-05-16_Peanut.fcs,204786,199786,2.441573154,0,2.441573154
surface,peanut,W2_SUR_AA23004_2023-05-19_Peanut1.fcs,139252,137252,1.436245081,0,1.436245081
surface,peanut,W2_SUR_AA23005_2023-08-23_Peanut.fcs,195760,156760,19.9223539,0,19.66693911
surface,peanut,W2_SUR_AA23008_2023-07-24_Peanut.fcs,199582,191000,4.299986973,0.542133058,4.049463378
surface,peanut,W2_SUR_AA23009_2023-08-01_Peanut.fcs,198413,161413,18.64797166,0,17.8919728
surface,peanut,W2_SUR_AA23010_2023-08-28_Peanut1.fcs,188047,182047,3.190691689,0,3.190691689
surface,peanut,W2_SUR_AA23013_2023-12-08_Peanut1.fcs,201740,133240,33.95459502,29.49340736,5.452562704
surface,peanut,W2_SUR_AA23015_2023-12-01_Peanut1.fcs,204259,168259,17.62468239,0,17.13510788
surface,peanut,W24_SUR_AA22011_2022-10-20_Peanut.fcs,209054,209054,0,0,0
surface,peanut,W24_SUR_AA22019_2023-05-03_Peanut1.fcs,190803,188803,1.048201548,0,1.048201548
surface,peanut,W24_SUR_AA22020_2023-06-01_Peanut1.fcs,192719,191500,0.632527151,0,0.632527151
surface,peanut,W24_SUR_AA23001_2023-10-17_Peanut.fcs,196846,191346,2.794062363,0,2.794062363
surface,peanut,W24_SUR_AA23002_2023-09-07_Peanut.fcs,194283,187783,3.345634976,0,3.345634976
surface,peanut,W24_SUR_AA23003_2023-10-16_Peanut.fcs,96368,95868,0.51884443,0,0.51884443
surface,peanut,W24_SUR_AA23004_2023-11-06_Peanut1.fcs,96036,96036,0,0,0
surface,peanut,W24_SUR_AA23005_2024-01-19_Peanut.fcs,164871,162871,1.213069612,0,1.213069612
surface,peanut,W24_SUR_AA23008_2024-01-02_Peanut1.fcs,189959,187459,1.316073468,0,1.316073468
surface,peanut,W24_SUR_AA23009_2024-01-03_Peanut1.fcs,187125,181625,2.939211757,0,2.939211757
surface,peanut,W24_SUR_AA23010_2024-02-05_Peanut1.fcs,193002,188502,2.331582056,0,2.331582056
surface,peanut,W24_SUR_AA23013_2024-05-09_Peanut1.fcs,203906,196906,3.432954401,0,3.432954401
surface,peanut,W24_SUR_AA23015_2024-05-10_Peanut1.fcs,206831,197831,4.351378662,0,4.351378662
surface,peanut,W36_ SUR_AA23004_2024-02-02_Peanut1.fcs,95341,95341,0,0,0
surface,peanut,W36_SUR_AA22008_2022-09-12_Peanut.fcs,186828,186828,0,0,0
surface,peanut,W36_SUR_AA22011_2023-01-09_Peanut.fcs,202929,193429,4.681440307,0,4.681440307
surface,peanut,W36_SUR_AA22019_2023-07-27_Peanut.fcs,192116,189000,1.621936747,0,1.621936747
surface,peanut,W36_SUR_AA22020_2023-09-07_Peanut1.fcs,185781,185781,0,0,0
surface,peanut,W36_SUR_AA23001_2024-01-10_Peanut.fcs,191231,187731,1.830247188,0,1.830247188
surface,peanut,W36_SUR_AA23002_2023-11-28_Peanut.fcs,192888,186388,3.369831197,0,3.369831197
surface,peanut,W36_SUR_AA23003_2024-01-08_Peanut1.fcs,95628,94378,1.307148534,0,1.307148534
surface,peanut,W36_SUR_AA23005_2024-04-12_Peanut.fcs,161485,158985,1.548131405,0,1.548131405
surface,peanut,W36_SUR_AA23008_2024-04-16_Peanut.fcs,187116,185116,1.068855683,0,1.068855683
surface,peanut,W36_SUR_AA23009_2024-03-25_Peanut.fcs,192037,189537,1.301832459,0,1.301832459
surface,peanut,W36_SUR_AA23010_2024-05-03_Peanut1.fcs,192437,185437,3.637554109,0,3.637554109
surface,peanut,W36_SUR_AA23013_2024-07-31_Peanut.fcs,188736,179736,4.768565615,0,4.768565615
surface,peanut,W36_SUR_AA23015_2024-07-30_Peanut.fcs,196358,191358,2.546369387,0,2.546369387
surface,peanut,W48_SUR_AA22008_2023-02-27_Peanut1.fcs,194231,191731,1.287127184,0,1.287127184
surface,peanut,W48_SUR_AA22011_2023-04-14_Peanut1.fcs,193465,186465,3.618225519,0,3.618225519
surface,peanut,W48_SUR_AA22019_2023-10-16_Peanut1.fcs,183670,179670,2.177818914,0,2.177818914
surface,peanut,W48_SUR_AA22020_2023-12-07_Peanut.fcs,215562,207500,3.739991279,0,3.739991279
surface,peanut,W48_SUR_AA23001_2024-04-11_Peanut.fcs,191496,189496,1.044408238,0,1.044408238
surface,peanut,W48_SUR_AA23002_2024-02-29_Peanut.fcs,197023,193023,2.030219822,0,2.030219822
surface,peanut,W48_SUR_AA23003_2024-04-15_Peanut.fcs,187737,163237,13.05017125,10.91953105,2.39697023
surface,peanut,W48_SUR_AA23004_2024-04-22_Peanut1.fcs,137554,135554,1.453974439,0,1.453974439
surface,peanut,W48_SUR_AA23005_2024-07-09_Peanut1.fcs,189465,172965,8.708732484,0,8.708732484
surface,peanut,W48_SUR_AA23008_2024-08-23_Peanut.fcs,190084,183584,3.419540835,0,3.419540835
surface,peanut,W48_SUR_AA23009_2024-06-21_Peanut1.fcs,195641,143141,26.8348659,0,25.8125853
surface,peanut,W48_SUR_AA23010_2024-07-31_Peanut.fcs,191952,166452,13.28457114,0,13.28457114
surface,peanut,W48_SUR_AA23013_2024-11-04_Peanut.fcs,184712,180500,2.28030664,0,2.28030664
surface,peanut,W48_SUR_AA23015_2024-10-23_Peanut.fcs,188044,178500,5.075407883,0,5.075407883
surface,peanut,W6_SUR_AA22008_2022-05-02_Peanut1.fcs,186653,186653,0,0,0
surface,peanut,W6_SUR_AA22019_2023-01-04_Peanut.fcs,194727,192227,1.28384867,0,1.28384867
surface,peanut,W6_SUR_AA22020_2023-01-24_Peanut.fcs,192798,185298,3.890081847,0,3.890081847
surface,peanut,W6_SUR_AA23001_2023-06-01_Peanut.fcs,192659,188159,2.335733083,0,2.335733083
surface,peanut,W6_SUR_AA23002_2023-05-03_Peanut.fcs,190773,186773,2.096732766,0,2.096732766
surface,peanut,W6_SUR_AA23003_2023-06-12_Peanut1.fcs,135566,135500,0.048684773,0,0.048684773
surface,peanut,W6_SUR_AA23004_2023-06-26_Peanut1.fcs,94559,92559,2.115081589,0,2.115081589
surface,peanut,W6_SUR_AA23005_2023-09-19_Peanut.fcs,164630,164630,0,0,0
surface,peanut,W6_SUR_AA23008_2023-08-23_Peanut.fcs,194367,179367,7.717359428,0,7.717359428
surface,peanut,W6_SUR_AA23009_2023-08-30_Peanut1.fcs,188648,181148,3.975658369,0,3.975658369
surface,peanut,W6_SUR_AA23010_2023-09-26_Peanut1.fcs,189240,186500,1.447896851,0,1.447896851
surface,peanut,W6_SUR_AA23013_2024-01-05_Peanut1.fcs,193058,189558,1.812926685,0,1.812926685
surface,peanut,W6_SUR_AA23015_2024-01-03_Peanut.fcs,195560,194000,0.797709143,0,0.797709143
surface,unstim,BAS_SUR_AA22008_2022-03-14_Unstim.fcs,191850,190850,0.521240553,0,0.521240553
surface,unstim,BAS_SUR_AA22011_2022-04-01_Unstim.fcs,199909,197409,1.250569009,0,1.250569009
surface,unstim,BAS_SUR_AA22019_2022-10-18_Unstim.fcs,191204,191204,0,0,0
surface,unstim,BAS_SUR_AA22020_2022-10-25_Unstim.fcs,189619,189619,0,0,0
surface,unstim,BAS_SUR_AA23001_2023-02-07_Unstim.fcs,195329,190829,2.303805375,0,2.303805375
surface,unstim,BAS_SUR_AA23002_2023-02-17_Unstim.fcs,190667,184167,3.409084949,0,3.409084949
surface,unstim,BAS_SUR_AA23003_2023-03-27_Unstim.fcs,103188,101688,1.453657402,0,1.453657402
